id,merchant_id,shopper_id,amount_cents,created_at,completed_at
978,2,329,31620,30/01/2018 09:04:00,01/02/2018 16:41:10
979,4,132,28841,30/01/2018 09:36:00,01/02/2018 22:24:14
980,2,74,26735,30/01/2018 10:08:00,01/02/2018 23:28:01
981,14,135,30629,30/01/2018 10:40:00,01/02/2018 08:18:36
984,5,14,8427,30/01/2018 12:16:00,01/02/2018 00:05:18
987,2,131,39337,30/01/2018 13:52:00,01/02/2018 23:39:09
988,14,128,3275,30/01/2018 14:24:00,01/02/2018 03:34:33
989,1,310,28541,30/01/2018 14:56:00,01/02/2018 19:36:41
990,11,298,12432,30/01/2018 15:28:00,01/02/2018 23:28:04
991,1,36,21302,30/01/2018 16:00:00,02/02/2018 10:24:16
993,2,358,37666,30/01/2018 17:04:00,01/02/2018 20:16:55
994,11,133,42804,30/01/2018 17:36:00,02/02/2018 09:53:39
995,12,258,13750,30/01/2018 18:08:00,31/01/2018 20:23:13
996,10,334,20875,30/01/2018 18:40:00,01/02/2018 20:18:53
997,12,169,8941,30/01/2018 19:12:00,01/02/2018 07:39:16
999,3,288,36199,30/01/2018 20:16:00,02/02/2018 01:35:38
1000,6,117,37713,30/01/2018 20:48:00,01/02/2018 04:50:42
1001,6,361,18898,30/01/2018 21:20:00,02/02/2018 01:11:54
1002,9,370,11351,30/01/2018 21:52:00,02/02/2018 09:49:33
1003,14,303,44213,30/01/2018 22:24:00,02/02/2018 01:08:22
1009,1,82,12313,31/01/2018 01:54:00,02/02/2018 01:23:38
1011,13,374,7461,31/01/2018 03:10:00,01/02/2018 07:26:19
1017,13,158,33202,31/01/2018 06:58:00,02/02/2018 13:57:04
1018,1,77,43904,31/01/2018 07:36:00,01/02/2018 15:43:20
1019,14,386,32055,31/01/2018 08:14:00,02/02/2018 08:25:47
1020,14,138,20612,31/01/2018 08:52:00,02/02/2018 01:32:03
1022,7,164,23212,31/01/2018 10:08:00,02/02/2018 20:57:39
1024,5,43,42740,31/01/2018 11:24:00,03/02/2018 00:57:43
1025,12,41,18077,31/01/2018 12:02:00,01/02/2018 17:00:45
1026,14,150,224,31/01/2018 12:40:00,02/02/2018 07:22:29
1027,9,60,14401,31/01/2018 13:18:00,03/02/2018 02:57:15
1029,4,4,38277,31/01/2018 14:34:00,03/02/2018 02:13:59
1030,10,129,41119,31/01/2018 15:12:00,02/02/2018 17:05:45
1031,11,219,13782,31/01/2018 15:50:00,01/02/2018 17:27:53
1032,6,174,26104,31/01/2018 16:28:00,02/02/2018 23:48:53
1033,5,58,25733,31/01/2018 17:06:00,03/02/2018 10:06:16
1035,2,187,6004,31/01/2018 18:22:00,03/02/2018 10:17:38
1036,11,32,40366,31/01/2018 19:00:00,02/02/2018 22:00:51
1037,9,117,31741,31/01/2018 19:38:00,02/02/2018 00:10:27
1038,12,6,20713,31/01/2018 20:16:00,03/02/2018 11:38:04
1040,3,272,41927,31/01/2018 21:32:00,02/02/2018 13:46:41
1041,13,178,19032,31/01/2018 22:10:00,02/02/2018 23:22:25
1043,7,148,10992,31/01/2018 23:26:00,02/02/2018 04:46:24
1044,4,6,44826,01/02/2018 00:29:00,02/02/2018 20:39:47
1045,3,34,18842,01/02/2018 00:58:00,03/02/2018 12:18:32
1046,4,12,24925,01/02/2018 01:27:00,03/02/2018 18:24:28
1047,8,117,16620,01/02/2018 01:56:00,02/02/2018 07:21:04
1049,3,11,21540,01/02/2018 02:54:00,02/02/2018 18:05:43
1053,12,364,34402,01/02/2018 04:50:00,03/02/2018 17:18:59
1054,4,334,18749,01/02/2018 05:19:00,02/02/2018 20:37:55
1055,12,143,25193,01/02/2018 05:48:00,03/02/2018 01:54:46
1056,13,235,30995,01/02/2018 06:17:00,02/02/2018 13:26:34
1058,2,95,43860,01/02/2018 07:15:00,03/02/2018 22:21:03
1061,12,70,32565,01/02/2018 08:42:00,03/02/2018 15:13:33
1062,12,391,9687,01/02/2018 09:11:00,03/02/2018 19:19:08
1064,3,365,20056,01/02/2018 10:09:00,03/02/2018 10:54:34
1065,14,24,26523,01/02/2018 10:38:00,02/02/2018 16:21:35
1066,3,326,7362,01/02/2018 11:07:00,03/02/2018 02:40:22
1069,2,261,9152,01/02/2018 12:34:00,03/02/2018 00:23:53
1070,8,63,34704,01/02/2018 13:03:00,02/02/2018 15:41:46
1071,12,15,17193,01/02/2018 13:32:00,04/02/2018 03:49:26
1072,5,167,39718,01/02/2018 14:01:00,02/02/2018 14:46:56
1073,5,140,28873,01/02/2018 14:30:00,03/02/2018 22:53:13
1075,9,326,7054,01/02/2018 15:28:00,03/02/2018 13:40:11
1076,9,201,5115,01/02/2018 15:57:00,02/02/2018 21:27:49
1077,12,169,28982,01/02/2018 16:26:00,04/02/2018 08:02:41
1079,1,40,15044,01/02/2018 17:24:00,03/02/2018 01:49:51
1080,9,251,23404,01/02/2018 17:53:00,03/02/2018 07:16:14
1083,11,264,36554,01/02/2018 19:20:00,
1108,4,116,22370,02/02/2018 15:12:00,
1110,6,321,42787,02/02/2018 17:06:00,
1132,7,340,25803,03/02/2018 10:15:00,
1137,9,87,27573,03/02/2018 13:40:00,
1141,8,23,25691,03/02/2018 16:24:00,
1145,1,97,21972,03/02/2018 19:08:00,
1170,2,86,12508,04/02/2018 11:06:00,
1172,9,336,20450,04/02/2018 12:20:00,
1180,9,247,32727,04/02/2018 17:16:00,
1181,10,352,34058,04/02/2018 17:53:00,
1184,12,380,32045,04/02/2018 19:44:00,
1187,6,164,12899,04/02/2018 21:35:00,
1190,9,314,35438,04/02/2018 23:26:00,
1193,8,118,19820,05/02/2018 01:42:00,
1195,10,179,9310,05/02/2018 02:50:00,
1196,14,64,17118,05/02/2018 03:24:00,
1197,5,270,33405,05/02/2018 03:58:00,
1198,7,390,13995,05/02/2018 04:32:00,
1084,1,234,29021,01/02/2018 19:49:00,02/02/2018 21:13:01
1085,14,302,5246,01/02/2018 20:18:00,03/02/2018 21:18:09
1086,6,398,14806,01/02/2018 20:47:00,03/02/2018 04:38:30
1087,1,368,30022,01/02/2018 21:16:00,03/02/2018 03:50:15
1088,7,43,23158,01/02/2018 21:45:00,03/02/2018 14:52:17
1089,7,352,26809,01/02/2018 22:14:00,03/02/2018 14:05:09
1091,8,105,35072,01/02/2018 23:12:00,04/02/2018 09:02:18
1092,11,388,8299,01/02/2018 23:41:00,04/02/2018 15:46:00
1093,12,307,29383,02/02/2018 00:57:00,03/02/2018 15:51:03
1094,2,277,21704,02/02/2018 01:54:00,03/02/2018 22:45:32
1095,11,225,28489,02/02/2018 02:51:00,04/02/2018 02:37:25
1097,13,103,24822,02/02/2018 04:45:00,03/02/2018 10:06:55
1098,1,395,25851,02/02/2018 05:42:00,04/02/2018 19:18:54
1099,1,205,20920,02/02/2018 06:39:00,04/02/2018 03:16:00
1100,2,226,32293,02/02/2018 07:36:00,04/02/2018 00:35:57
1101,7,6,5744,02/02/2018 08:33:00,04/02/2018 16:02:55
1103,2,42,42613,02/02/2018 10:27:00,04/02/2018 15:25:08
1104,9,43,36868,02/02/2018 11:24:00,03/02/2018 13:40:31
1105,10,126,44903,02/02/2018 12:21:00,04/02/2018 01:16:08
1106,14,173,40443,02/02/2018 13:18:00,04/02/2018 09:17:22
1107,7,84,26375,02/02/2018 14:15:00,04/02/2018 07:46:02
1109,4,371,18145,02/02/2018 16:09:00,04/02/2018 11:15:53
1112,1,360,14214,02/02/2018 19:00:00,05/02/2018 12:09:44
1113,9,56,44254,02/02/2018 19:57:00,04/02/2018 12:00:53
1114,5,245,36196,02/02/2018 20:54:00,04/02/2018 14:41:14
1115,3,98,34253,02/02/2018 21:51:00,04/02/2018 07:00:56
1116,8,140,33197,02/02/2018 22:48:00,05/02/2018 16:16:21
1118,12,379,12566,03/02/2018 00:41:00,04/02/2018 01:33:12
1119,1,400,33872,03/02/2018 01:22:00,04/02/2018 22:32:07
1120,14,390,44791,03/02/2018 02:03:00,04/02/2018 02:46:16
1121,12,341,9618,03/02/2018 02:44:00,05/02/2018 09:22:35
1122,13,212,40234,03/02/2018 03:25:00,05/02/2018 00:18:22
1124,2,390,26609,03/02/2018 04:47:00,04/02/2018 22:30:13
1125,6,377,15136,03/02/2018 05:28:00,05/02/2018 20:16:24
1126,9,164,34071,03/02/2018 06:09:00,05/02/2018 00:18:34
1127,4,395,24794,03/02/2018 06:50:00,04/02/2018 13:28:34
1128,13,236,23254,03/02/2018 07:31:00,04/02/2018 11:07:29
1129,8,261,25859,03/02/2018 08:12:00,04/02/2018 17:24:09
1131,7,286,12546,03/02/2018 09:34:00,05/02/2018 02:02:37
1133,12,274,25269,03/02/2018 10:56:00,05/02/2018 21:17:48
1134,2,285,15867,03/02/2018 11:37:00,06/02/2018 00:05:57
1135,5,310,25766,03/02/2018 12:18:00,05/02/2018 20:59:16
1136,13,52,13312,03/02/2018 12:59:00,04/02/2018 21:32:33
1139,8,227,7127,03/02/2018 15:02:00,05/02/2018 12:52:25
1140,4,130,33049,03/02/2018 15:43:00,05/02/2018 19:07:19
1142,9,375,16596,03/02/2018 17:05:00,05/02/2018 20:19:42
1143,2,45,12732,03/02/2018 17:46:00,05/02/2018 00:31:15
1144,13,244,5907,03/02/2018 18:27:00,05/02/2018 21:32:32
1147,14,142,35996,03/02/2018 20:30:00,05/02/2018 19:28:36
1148,7,281,26238,03/02/2018 21:11:00,06/02/2018 00:58:52
1149,6,166,24965,03/02/2018 21:52:00,05/02/2018 03:58:09
1150,3,156,3447,03/02/2018 22:33:00,05/02/2018 00:37:51
1151,12,202,17899,03/02/2018 23:14:00,06/02/2018 06:46:02
1152,12,73,10519,03/02/2018 23:55:00,05/02/2018 14:47:57
1154,1,46,11926,04/02/2018 01:14:00,05/02/2018 03:35:31
1155,5,197,19171,04/02/2018 01:51:00,05/02/2018 14:47:05
1156,11,90,45018,04/02/2018 02:28:00,06/02/2018 12:31:13
1157,12,153,37032,04/02/2018 03:05:00,06/02/2018 19:17:32
1158,5,2,36629,04/02/2018 03:42:00,06/02/2018 04:58:28
1160,13,159,19932,04/02/2018 04:56:00,05/02/2018 08:35:51
1161,4,374,11945,04/02/2018 05:33:00,06/02/2018 11:45:58
1162,9,12,20890,04/02/2018 06:10:00,06/02/2018 14:04:39
1163,8,335,8660,04/02/2018 06:47:00,06/02/2018 17:00:49
1164,5,274,27358,04/02/2018 07:24:00,06/02/2018 11:49:02
1166,6,345,11921,04/02/2018 08:38:00,06/02/2018 13:38:01
1167,1,357,27497,04/02/2018 09:15:00,06/02/2018 10:26:55
1168,5,328,18146,04/02/2018 09:52:00,07/02/2018 00:36:46
1173,14,111,17450,04/02/2018 12:57:00,06/02/2018 10:45:44
1174,7,382,41310,04/02/2018 13:34:00,05/02/2018 20:17:02
1175,8,336,35574,04/02/2018 14:11:00,05/02/2018 22:17:45
1176,12,44,37479,04/02/2018 14:48:00,05/02/2018 20:22:46
1177,13,357,18399,04/02/2018 15:25:00,05/02/2018 21:29:20
1178,11,88,8505,04/02/2018 16:02:00,05/02/2018 23:09:46
1179,12,311,28757,04/02/2018 16:39:00,06/02/2018 09:51:18
1182,6,397,3737,04/02/2018 18:30:00,06/02/2018 00:15:34
1183,11,268,10284,04/02/2018 19:07:00,06/02/2018 23:57:58
1185,6,181,31238,04/02/2018 20:21:00,06/02/2018 00:46:14
1186,14,367,24453,04/02/2018 20:58:00,07/02/2018 02:10:09
1188,3,112,3132,04/02/2018 22:12:00,07/02/2018 11:16:10
1189,14,119,5174,04/02/2018 22:49:00,07/02/2018 13:30:39
1192,5,32,7751,05/02/2018 01:08:00,06/02/2018 20:38:39
1194,12,238,34578,05/02/2018 02:16:00,07/02/2018 15:47:20
1199,9,378,2730,05/02/2018 05:06:00,06/02/2018 12:56:50
1200,4,71,39193,05/02/2018 05:40:00,07/02/2018 17:41:34
1203,12,106,21611,05/02/2018 07:22:00,
1232,10,218,36601,05/02/2018 23:48:00,
1233,7,352,44614,06/02/2018 00:37:00,
1234,3,228,28726,06/02/2018 01:14:00,
1238,12,34,17810,06/02/2018 03:42:00,
1246,4,163,34192,06/02/2018 08:38:00,
1251,12,19,44604,06/02/2018 11:43:00,
1252,6,259,33717,06/02/2018 12:20:00,
1266,12,79,4403,06/02/2018 20:58:00,
1279,3,101,41777,07/02/2018 05:24:00,
1280,12,64,3662,07/02/2018 06:00:00,
1289,1,57,38331,07/02/2018 11:24:00,
1292,4,278,32719,07/02/2018 13:12:00,
1297,5,268,38663,07/02/2018 16:12:00,
1308,8,104,32398,07/02/2018 22:48:00,
1312,12,54,18514,08/02/2018 02:27:00,
1314,1,351,7053,08/02/2018 04:05:00,
1315,4,299,13422,08/02/2018 04:54:00,
1317,10,369,43268,08/02/2018 06:32:00,
1318,10,257,25924,08/02/2018 07:21:00,
1204,13,391,9657,05/02/2018 07:56:00,06/02/2018 12:30:12
1205,7,40,34396,05/02/2018 08:30:00,08/02/2018 01:00:21
1206,12,201,44193,05/02/2018 09:04:00,07/02/2018 03:24:54
1207,6,392,21413,05/02/2018 09:38:00,07/02/2018 09:29:27
1208,7,73,10403,05/02/2018 10:12:00,07/02/2018 20:43:38
1209,7,207,35628,05/02/2018 10:46:00,07/02/2018 22:59:09
1211,8,94,42285,05/02/2018 11:54:00,07/02/2018 23:58:17
1212,8,343,17896,05/02/2018 12:28:00,08/02/2018 00:22:08
1213,5,134,25276,05/02/2018 13:02:00,07/02/2018 19:17:10
1214,7,347,43048,05/02/2018 13:36:00,06/02/2018 18:24:25
1215,2,74,27730,05/02/2018 14:10:00,08/02/2018 07:28:29
1217,4,70,39246,05/02/2018 15:18:00,06/02/2018 20:13:54
1218,2,23,36193,05/02/2018 15:52:00,06/02/2018 20:17:29
1219,12,290,18517,05/02/2018 16:26:00,08/02/2018 05:13:45
1220,12,76,13327,05/02/2018 17:00:00,07/02/2018 00:13:51
1221,3,65,33405,05/02/2018 17:34:00,08/02/2018 06:35:59
1223,14,118,44311,05/02/2018 18:42:00,07/02/2018 10:48:49
1224,14,304,13340,05/02/2018 19:16:00,08/02/2018 12:11:03
1225,6,372,23145,05/02/2018 19:50:00,07/02/2018 11:38:28
1226,9,278,29759,05/02/2018 20:24:00,07/02/2018 05:36:55
1227,10,155,29192,05/02/2018 20:58:00,08/02/2018 12:41:43
1228,12,57,34985,05/02/2018 21:32:00,08/02/2018 09:30:07
1230,6,88,9096,05/02/2018 22:40:00,07/02/2018 13:37:20
1231,11,188,22899,05/02/2018 23:14:00,07/02/2018 23:34:03
1235,6,57,30893,06/02/2018 01:51:00,08/02/2018 18:52:04
1236,10,327,34126,06/02/2018 02:28:00,07/02/2018 17:46:20
1237,2,271,15226,06/02/2018 03:05:00,08/02/2018 19:04:29
1240,14,322,25354,06/02/2018 04:56:00,08/02/2018 00:05:51
1241,1,54,8605,06/02/2018 05:33:00,08/02/2018 21:44:08
1242,1,67,30874,06/02/2018 06:10:00,07/02/2018 15:33:35
1243,3,230,33080,06/02/2018 06:47:00,07/02/2018 09:25:38
1244,10,336,20030,06/02/2018 07:24:00,07/02/2018 23:59:51
1247,10,251,10037,06/02/2018 09:15:00,07/02/2018 13:37:55
1248,7,100,4888,06/02/2018 09:52:00,08/02/2018 04:57:22
1249,4,353,42382,06/02/2018 10:29:00,08/02/2018 11:13:22
1250,3,106,38676,06/02/2018 11:06:00,09/02/2018 01:43:50
1253,14,383,14212,06/02/2018 12:57:00,07/02/2018 19:33:01
1254,13,319,38863,06/02/2018 13:34:00,09/02/2018 03:13:27
1256,14,358,9002,06/02/2018 14:48:00,09/02/2018 07:51:08
1257,5,93,5298,06/02/2018 15:25:00,08/02/2018 10:49:09
1258,5,94,6750,06/02/2018 16:02:00,09/02/2018 03:54:30
1259,12,103,42092,06/02/2018 16:39:00,08/02/2018 08:02:00
1260,5,101,10203,06/02/2018 17:16:00,08/02/2018 13:20:53
1262,12,52,25466,06/02/2018 18:30:00,07/02/2018 20:38:07
1263,3,326,29541,06/02/2018 19:07:00,08/02/2018 18:50:10
1264,13,30,23628,06/02/2018 19:44:00,08/02/2018 19:06:51
1265,14,120,38024,06/02/2018 20:21:00,09/02/2018 13:01:06
1267,14,184,30473,06/02/2018 21:35:00,09/02/2018 14:22:05
1269,2,180,25248,06/02/2018 22:49:00,09/02/2018 09:06:52
1270,7,394,44560,06/02/2018 23:26:00,08/02/2018 07:45:57
1271,14,396,20794,07/02/2018 00:36:00,09/02/2018 11:14:33
1272,6,65,23164,07/02/2018 01:12:00,09/02/2018 08:09:45
1273,4,210,24360,07/02/2018 01:48:00,08/02/2018 09:32:36
1274,14,262,11374,07/02/2018 02:24:00,08/02/2018 03:02:58
1276,9,63,33581,07/02/2018 03:36:00,09/02/2018 18:55:52
1277,12,76,15856,07/02/2018 04:12:00,09/02/2018 19:43:21
1278,14,5,39342,07/02/2018 04:48:00,09/02/2018 19:28:29
1281,3,382,30716,07/02/2018 06:36:00,08/02/2018 19:22:34
1282,14,108,7017,07/02/2018 07:12:00,09/02/2018 21:02:45
1284,11,308,17763,07/02/2018 08:24:00,08/02/2018 15:16:21
1285,14,312,7504,07/02/2018 09:00:00,08/02/2018 09:47:24
1286,11,76,9680,07/02/2018 09:36:00,09/02/2018 19:55:32
1287,5,287,34344,07/02/2018 10:12:00,09/02/2018 03:13:03
1288,11,100,19665,07/02/2018 10:48:00,09/02/2018 04:39:29
1291,3,10,11349,07/02/2018 12:36:00,09/02/2018 14:03:30
1293,13,194,35582,07/02/2018 13:48:00,08/02/2018 20:14:22
1294,14,82,24116,07/02/2018 14:24:00,09/02/2018 12:24:04
1295,13,236,18876,07/02/2018 15:00:00,09/02/2018 11:58:09
1296,10,263,8883,07/02/2018 15:36:00,09/02/2018 22:59:10
1298,8,338,3417,07/02/2018 16:48:00,09/02/2018 23:15:52
1300,5,32,17836,07/02/2018 18:00:00,08/02/2018 19:45:09
1301,12,178,43,07/02/2018 18:36:00,09/02/2018 04:03:57
1302,14,14,15709,07/02/2018 19:12:00,10/02/2018 10:01:08
1303,4,132,8760,07/02/2018 19:48:00,10/02/2018 11:46:28
1304,14,40,29121,07/02/2018 20:24:00,09/02/2018 18:33:14
1306,11,357,2599,07/02/2018 21:36:00,10/02/2018 04:15:05
1307,10,341,38225,07/02/2018 22:12:00,10/02/2018 03:59:59
1309,2,108,18687,07/02/2018 23:24:00,10/02/2018 06:10:28
1310,1,126,24438,08/02/2018 00:49:00,09/02/2018 08:55:18
1311,11,21,14958,08/02/2018 01:38:00,10/02/2018 16:04:19
1316,11,270,4925,08/02/2018 05:43:00,10/02/2018 09:54:50
1319,4,339,27294,08/02/2018 08:10:00,10/02/2018 08:50:05
1320,8,33,21952,08/02/2018 08:59:00,10/02/2018 09:55:22
1322,7,103,15130,08/02/2018 10:37:00,
1324,12,151,17593,08/02/2018 12:15:00,
1326,9,58,6574,08/02/2018 13:53:00,
1339,11,118,40036,09/02/2018 00:40:00,
1340,7,122,7354,09/02/2018 01:20:00,
1357,12,340,6442,09/02/2018 12:40:00,
1362,12,171,11663,09/02/2018 16:00:00,
1371,9,243,18046,09/02/2018 22:00:00,
1382,4,236,7818,10/02/2018 04:32:00,
1383,4,399,16647,10/02/2018 05:06:00,
1389,12,101,33003,10/02/2018 08:30:00,
1400,9,297,35803,10/02/2018 14:44:00,
1415,2,252,35379,10/02/2018 23:14:00,
1419,9,268,23257,11/02/2018 02:18:00,
1421,5,178,6390,11/02/2018 03:50:00,
1425,6,74,5497,11/02/2018 06:54:00,
1438,10,127,19179,11/02/2018 16:52:00,
1325,6,58,30764,08/02/2018 13:04:00,10/02/2018 08:49:23
1327,12,297,30638,08/02/2018 14:42:00,11/02/2018 07:11:01
1328,10,267,5941,08/02/2018 15:31:00,10/02/2018 15:48:03
1329,5,319,39733,08/02/2018 16:20:00,09/02/2018 22:21:16
1330,8,339,32524,08/02/2018 17:09:00,11/02/2018 11:21:37
1331,7,394,13764,08/02/2018 17:58:00,09/02/2018 19:20:45
1333,1,201,14473,08/02/2018 19:36:00,10/02/2018 23:42:06
1334,2,234,18858,08/02/2018 20:25:00,11/02/2018 04:11:21
1335,10,295,37924,08/02/2018 21:14:00,09/02/2018 22:42:15
1336,7,246,42416,08/02/2018 22:03:00,10/02/2018 08:40:23
1337,5,76,12353,08/02/2018 22:52:00,11/02/2018 11:26:12
1341,10,288,12164,09/02/2018 02:00:00,11/02/2018 19:09:20
1342,9,162,25202,09/02/2018 02:40:00,11/02/2018 09:38:32
1343,6,79,32196,09/02/2018 03:20:00,11/02/2018 09:04:28
1344,7,305,32124,09/02/2018 04:00:00,10/02/2018 14:09:00
1345,9,292,13880,09/02/2018 04:40:00,11/02/2018 15:53:47
1347,10,196,15141,09/02/2018 06:00:00,11/02/2018 12:58:56
1348,12,315,22271,09/02/2018 06:40:00,11/02/2018 01:22:25
1349,7,167,34419,09/02/2018 07:20:00,11/02/2018 22:32:43
1350,3,177,32178,09/02/2018 08:00:00,11/02/2018 20:37:16
1351,2,125,3089,09/02/2018 08:40:00,10/02/2018 20:33:31
1352,12,7,6110,09/02/2018 09:20:00,10/02/2018 23:13:06
1354,4,169,3327,09/02/2018 10:40:00,11/02/2018 18:57:00
1355,4,47,22203,09/02/2018 11:20:00,11/02/2018 01:05:50
1356,3,290,24541,09/02/2018 12:00:00,10/02/2018 18:19:52
1358,7,30,40555,09/02/2018 13:20:00,11/02/2018 00:56:26
1359,14,15,5879,09/02/2018 14:00:00,11/02/2018 19:42:23
1361,3,330,17571,09/02/2018 15:20:00,11/02/2018 06:06:06
1363,8,172,34862,09/02/2018 16:40:00,11/02/2018 09:59:12
1364,13,354,10088,09/02/2018 17:20:00,12/02/2018 10:46:25
1365,8,3,39269,09/02/2018 18:00:00,11/02/2018 19:54:47
1366,2,272,37929,09/02/2018 18:40:00,12/02/2018 10:28:34
1368,6,377,43736,09/02/2018 20:00:00,11/02/2018 11:23:45
1369,14,375,26075,09/02/2018 20:40:00,11/02/2018 09:32:08
1370,14,237,8691,09/02/2018 21:20:00,11/02/2018 02:53:37
1372,14,386,34709,09/02/2018 22:40:00,12/02/2018 00:51:28
1373,8,147,36922,09/02/2018 23:20:00,11/02/2018 06:12:15
1374,9,24,39581,10/02/2018 00:00:00,12/02/2018 02:48:15
1376,1,129,18893,10/02/2018 01:08:00,12/02/2018 05:15:33
1377,1,50,13660,10/02/2018 01:42:00,12/02/2018 16:22:39
1378,9,111,33322,10/02/2018 02:16:00,11/02/2018 05:05:06
1379,1,159,13206,10/02/2018 02:50:00,11/02/2018 07:07:23
1380,3,162,7458,10/02/2018 03:24:00,11/02/2018 05:09:36
1384,2,379,12920,10/02/2018 05:40:00,12/02/2018 00:24:16
1385,1,351,39425,10/02/2018 06:14:00,12/02/2018 12:20:28
1386,6,1,39534,10/02/2018 06:48:00,12/02/2018 21:05:14
1387,5,67,13594,10/02/2018 07:22:00,12/02/2018 19:17:49
1388,2,40,16827,10/02/2018 07:56:00,12/02/2018 15:35:48
1391,8,210,31106,10/02/2018 09:38:00,12/02/2018 21:11:20
1392,13,94,8645,10/02/2018 10:12:00,13/02/2018 01:25:35
1393,8,47,14786,10/02/2018 10:46:00,12/02/2018 18:10:24
1394,5,193,40652,10/02/2018 11:20:00,13/02/2018 00:21:16
1395,2,310,11955,10/02/2018 11:54:00,12/02/2018 12:45:01
1396,10,338,44235,10/02/2018 12:28:00,12/02/2018 05:55:38
1398,11,47,22361,10/02/2018 13:36:00,12/02/2018 11:36:02
1399,12,221,31951,10/02/2018 14:10:00,12/02/2018 07:25:25
1401,3,102,3199,10/02/2018 15:18:00,12/02/2018 22:09:19
1402,13,360,5597,10/02/2018 15:52:00,12/02/2018 14:01:02
1403,7,160,14688,10/02/2018 16:26:00,13/02/2018 01:26:09
1405,9,135,12909,10/02/2018 17:34:00,13/02/2018 01:02:28
1406,7,227,19948,10/02/2018 18:08:00,12/02/2018 18:03:05
1407,1,321,36417,10/02/2018 18:42:00,12/02/2018 08:10:49
1408,2,306,43837,10/02/2018 19:16:00,12/02/2018 06:57:55
1409,9,374,22716,10/02/2018 19:50:00,13/02/2018 02:53:23
1411,11,237,31417,10/02/2018 20:58:00,13/02/2018 00:52:51
1412,3,23,24560,10/02/2018 21:32:00,11/02/2018 22:46:15
1413,3,327,35212,10/02/2018 22:06:00,11/02/2018 22:25:20
1414,4,49,20796,10/02/2018 22:40:00,13/02/2018 01:07:19
1416,5,51,4241,10/02/2018 23:48:00,13/02/2018 11:58:00
1417,10,302,16569,11/02/2018 00:46:00,13/02/2018 02:28:54
1420,13,7,33715,11/02/2018 03:04:00,13/02/2018 15:58:54
1422,4,24,40676,11/02/2018 04:36:00,13/02/2018 11:47:57
1423,4,256,23029,11/02/2018 05:22:00,12/02/2018 09:15:16
1424,12,51,21360,11/02/2018 06:08:00,13/02/2018 08:11:55
1426,12,122,17921,11/02/2018 07:40:00,13/02/2018 01:45:43
1428,6,286,37635,11/02/2018 09:12:00,13/02/2018 14:32:05
1429,4,165,5614,11/02/2018 09:58:00,12/02/2018 12:45:09
1430,11,148,27456,11/02/2018 10:44:00,13/02/2018 04:56:27
1431,12,59,16351,11/02/2018 11:30:00,12/02/2018 12:01:43
1432,1,395,41870,11/02/2018 12:16:00,14/02/2018 02:41:46
1434,8,175,10713,11/02/2018 13:48:00,12/02/2018 16:23:29
1435,13,264,38147,11/02/2018 14:34:00,13/02/2018 16:01:20
1436,3,70,28452,11/02/2018 15:20:00,14/02/2018 07:27:53
1437,14,101,12202,11/02/2018 16:06:00,13/02/2018 01:12:57
1439,4,234,27917,11/02/2018 17:38:00,13/02/2018 14:03:06
1440,3,81,43030,11/02/2018 18:24:00,13/02/2018 08:03:51
1455,5,206,8879,12/02/2018 03:52:00,
1459,2,162,6832,12/02/2018 05:48:00,
1464,13,234,40493,12/02/2018 08:13:00,
1470,11,364,36339,12/02/2018 11:07:00,
1476,3,191,25846,12/02/2018 14:01:00,
1480,11,222,26431,12/02/2018 15:57:00,
1481,6,332,32185,12/02/2018 16:26:00,
1487,9,325,36743,12/02/2018 19:20:00,
1490,9,171,13629,12/02/2018 20:47:00,
1493,13,340,27643,12/02/2018 22:14:00,
1504,7,231,4730,13/02/2018 04:56:00,
1505,6,150,31953,13/02/2018 05:33:00,
1506,10,229,30095,13/02/2018 06:10:00,
1513,4,63,11194,13/02/2018 10:29:00,
1514,8,262,29635,13/02/2018 11:06:00,
1521,6,96,37833,13/02/2018 15:25:00,
1524,9,183,40963,13/02/2018 17:16:00,
1534,6,103,34783,13/02/2018 23:26:00,
1539,5,89,28002,14/02/2018 04:35:00,
1546,1,78,16584,14/02/2018 11:00:00,
1548,2,109,3853,14/02/2018 12:50:00,
1556,14,246,43017,14/02/2018 20:10:00,
1443,12,201,3491,11/02/2018 20:42:00,13/02/2018 18:57:39
1444,3,362,27097,11/02/2018 21:28:00,12/02/2018 21:45:53
1445,14,30,9191,11/02/2018 22:14:00,14/02/2018 11:20:53
1446,13,124,32298,11/02/2018 23:00:00,13/02/2018 00:54:10
1447,6,375,5283,11/02/2018 23:46:00,13/02/2018 20:05:44
1448,4,146,44287,12/02/2018 00:29:00,13/02/2018 05:04:32
1450,8,241,30762,12/02/2018 01:27:00,13/02/2018 20:58:58
1451,2,73,41127,12/02/2018 01:56:00,13/02/2018 02:13:19
1452,11,64,27014,12/02/2018 02:25:00,13/02/2018 16:38:08
1453,7,308,24247,12/02/2018 02:54:00,14/02/2018 00:57:50
1454,14,244,4977,12/02/2018 03:23:00,14/02/2018 21:06:48
1457,6,224,24560,12/02/2018 04:50:00,14/02/2018 14:40:39
1458,3,315,3162,12/02/2018 05:19:00,14/02/2018 13:55:12
1460,2,284,37119,12/02/2018 06:17:00,13/02/2018 23:40:04
1461,1,223,24153,12/02/2018 06:46:00,14/02/2018 10:33:30
